,sync,n_gaze_face,a_gaze_face,n_gaze_mask,a_gaze_mask
0,,,,,
1,,,,,
2,,,,,
3,,,,,
4,,,,,
5,,,,,
6,,,,,
7,,,,,
8,,,,,
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,False,True,False,True,False
23,False,True,False,True,False
24,False,True,True,True,True
25,False,True,True,True,False
26,False,True,True,True,False
27,False,True,True,True,False
28,False,True,True,True,True
29,False,True,False,True,False
30,False,True,False,True,False
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,False,True,False,True,False
39,False,True,True,True,True
40,False,True,True,True,True
41,False,True,True,True,True
42,False,True,True,True,True
43,False,True,True,True,True
44,False,True,True,True,True
45,False,True,True,True,True
46,False,True,True,True,True
47,False,True,True,True,True
48,False,False,True,False,True
49,,,,,
50,,,,,
51,,,,,
52,,,,,
53,False,True,False,True,False
54,,,,,
55,,,,,
56,False,False,True,False,False
57,False,True,True,True,False
58,False,True,True,True,True
59,False,False,True,False,True
60,False,False,True,False,False
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,,,,,
74,,,,,
75,,,,,
76,,,,,
77,,,,,
78,False,True,True,True,True
79,False,True,True,True,True
80,False,True,True,True,False
81,False,True,True,True,True
82,False,True,True,True,True
83,False,True,True,True,True
84,False,True,True,True,False
85,False,True,True,True,True
86,False,True,True,True,False
87,False,True,True,True,False
88,False,True,True,True,True
89,False,True,True,True,True
90,False,True,True,True,True
91,False,True,True,True,False
92,False,True,True,True,False
93,False,True,True,True,False
94,False,True,True,True,False
95,False,True,True,True,False
96,False,True,True,True,False
97,False,True,True,True,True
98,False,True,True,True,True
99,False,True,True,True,True
100,False,True,True,True,True
101,False,True,True,True,True
102,False,True,False,True,False
103,False,True,False,True,False
104,False,True,False,True,False
105,False,True,True,True,True
106,False,True,True,True,False
107,False,True,False,True,False
108,False,True,False,True,False
109,False,True,True,True,True
110,False,True,True,True,True
111,False,True,True,True,False
112,False,True,True,True,True
113,False,True,True,True,True
114,False,True,True,True,True
115,,,,,
116,,,,,
117,False,True,True,True,False
118,False,True,True,True,False
119,False,True,True,True,False
120,False,True,True,True,False
121,False,True,True,True,False
122,False,True,True,True,False
123,False,True,True,True,False
124,False,True,False,True,True
125,False,True,False,True,True
126,False,True,True,True,False
127,False,True,True,True,False
128,False,True,True,True,False
129,False,True,True,True,False
130,False,True,True,True,False
131,False,True,True,True,False
132,False,True,True,True,False
133,False,True,True,True,False
134,False,True,True,True,True
135,False,True,True,True,False
136,False,True,True,True,False
137,False,True,True,True,True
138,False,True,True,True,True
