,sync,n_gaze_face,a_gaze_face,n_gaze_mask,a_gaze_mask
0,,,,,
1,False,True,True,True,True
2,,,,,
3,,,,,
4,,,,,
5,,,,,
6,False,False,True,False,True
7,False,True,True,True,True
8,False,False,False,False,False
9,False,False,False,False,False
10,False,False,False,False,False
11,False,False,False,False,False
12,False,False,False,False,False
13,False,True,False,True,False
14,False,True,False,True,False
15,False,True,False,True,False
16,False,True,False,True,False
17,False,False,False,False,False
18,True,False,False,False,False
19,False,False,False,False,False
20,False,False,False,False,False
21,False,False,True,False,True
22,False,False,True,False,True
23,,,,,
24,False,False,True,False,True
25,False,False,True,False,True
26,False,False,True,False,True
27,False,False,True,False,True
28,False,False,True,False,True
29,False,True,True,True,True
30,False,True,True,True,True
31,False,False,True,False,True
32,False,False,True,False,True
33,False,False,True,False,True
34,True,False,False,False,False
35,False,False,False,False,False
36,False,False,False,False,False
37,False,False,False,False,False
38,False,False,False,False,False
39,False,False,False,False,False
40,False,False,True,False,True
41,,,,,
42,False,False,False,False,False
43,False,False,False,False,False
44,False,False,False,False,False
45,False,False,False,False,False
46,False,False,False,False,False
47,False,False,False,False,False
48,False,False,False,False,False
49,False,False,False,False,False
50,False,False,False,False,False
51,True,False,False,False,False
52,False,False,False,False,False
53,False,False,False,False,False
54,False,False,False,False,False
55,False,False,False,False,False
56,False,False,False,False,False
57,True,False,False,False,False
58,False,False,False,False,False
59,False,False,False,False,False
60,True,False,False,False,False
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,,,,,
74,,,,,
75,False,False,False,False,False
76,False,False,False,False,False
77,False,False,False,False,False
78,True,False,False,False,False
79,False,False,False,False,False
80,False,False,False,False,False
81,False,False,False,False,False
82,False,False,False,False,False
83,False,False,False,False,False
84,False,False,False,False,False
85,False,False,False,False,False
86,,,,,
87,,,,,
88,False,False,False,False,False
89,False,False,False,False,False
90,False,False,True,False,True
91,False,False,True,False,True
92,False,False,True,False,True
93,False,False,False,False,False
94,False,False,False,False,False
95,True,False,False,False,False
96,True,False,False,False,False
97,True,False,False,False,False
98,True,False,False,False,False
99,False,False,False,False,False
100,False,False,False,False,False
101,False,False,False,False,False
102,False,False,False,False,False
103,False,False,False,False,False
104,False,False,False,False,False
105,True,False,False,False,False
106,False,False,True,False,True
107,False,False,True,False,True
108,False,False,True,False,True
109,False,False,False,False,False
110,True,False,False,False,False
111,True,False,False,False,False
112,True,False,False,False,False
113,True,False,False,False,False
114,True,False,False,False,False
115,True,False,False,False,False
116,False,False,False,False,False
117,False,False,False,False,False
118,False,False,False,False,False
119,False,False,False,False,False
120,False,False,False,False,False
121,True,False,False,False,False
122,False,False,False,False,False
123,False,False,False,False,False
124,False,False,False,False,False
125,False,False,False,False,False
126,True,False,False,False,False
127,True,False,False,False,False
128,False,False,False,False,False
129,False,False,False,False,False
130,False,False,False,False,True
131,False,False,False,False,False
132,False,False,False,False,False
133,False,False,False,False,False
134,False,False,False,False,False
135,False,False,True,False,True
136,False,True,True,True,True
137,False,True,True,True,True
138,False,False,True,False,True
139,False,False,True,False,True
140,False,True,False,True,False
141,,,,,
142,,,,,
143,,,,,
144,,,,,
145,,,,,
146,False,False,True,False,True
147,,,,,
148,False,True,True,True,True
149,False,True,True,True,True
150,False,True,True,True,True
151,False,True,True,True,True
152,False,True,True,True,True
153,False,True,True,True,True
154,False,True,True,True,True
155,False,True,True,True,True
156,False,True,True,True,True
157,False,True,True,True,True
158,,,,,
159,,,,,
160,False,True,True,True,True
161,False,True,True,True,True
162,False,True,True,True,True
163,False,True,True,True,False
164,False,True,True,True,True
165,False,True,True,True,True
166,False,True,True,True,True
167,False,True,True,True,True
168,False,True,True,True,True
169,False,True,True,True,True
170,False,True,True,True,True
171,False,True,True,True,True
172,False,True,True,True,True
173,False,True,True,True,True
174,False,True,True,True,True
175,False,True,True,True,True
176,False,True,True,True,True
177,False,True,True,True,True
178,False,True,True,True,True
179,False,True,True,True,True
180,False,True,True,True,True
181,False,True,True,True,True
182,False,True,True,True,True
183,False,True,True,True,True
184,False,True,True,True,True
185,False,True,True,True,True
186,False,True,True,True,True
187,False,True,True,True,True
188,False,True,True,True,True
189,False,True,True,True,True
190,False,True,True,True,True
191,,,,,
192,False,True,True,True,True
193,False,True,True,True,True
194,False,True,True,True,True
195,False,True,True,True,True
196,False,True,True,True,True
197,False,True,True,True,True
198,False,True,True,True,True
199,False,True,True,True,True
200,False,True,True,True,True
201,False,True,True,True,True
202,False,True,True,True,True
203,False,True,True,True,True
204,False,True,True,True,True
205,False,True,True,True,True
206,False,True,True,True,True
207,False,True,True,True,True
208,False,True,True,True,True
209,,,,,
210,False,True,True,True,True
211,False,True,True,True,True
212,False,True,True,True,True
213,False,True,True,True,True
214,False,True,True,True,True
215,False,True,True,True,True
216,False,True,True,True,True
217,False,True,True,True,True
218,False,True,True,True,True
219,False,True,True,True,True
220,False,True,True,True,True
221,False,True,True,True,True
222,False,True,True,True,True
223,False,True,True,True,True
224,False,True,True,True,True
225,False,True,True,True,True
226,False,True,True,True,True
227,False,True,True,True,True
228,,,,,
229,,,,,
230,False,False,True,False,True
231,False,True,True,True,True
232,,,,,
233,,,,,
234,,,,,
235,,,,,
236,False,False,False,False,False
237,False,False,False,False,False
238,False,False,False,False,False
239,True,False,False,False,False
240,True,False,False,False,False
241,True,False,False,False,False
242,False,False,False,False,False
243,False,False,False,False,False
244,True,False,False,False,False
245,False,False,False,False,False
